product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
AMORA Ketchup Flacon Souple 550g,Amora,,False,False,False,False,False,False,Dietary restrictions
AMORA MUST Miforte 415g,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
AMORA Mayonnaise 5 Ingrédients 235g,Amora,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
AMORA Mayonnaise 5 Ingrédients 400g,Amora,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Amora Croq'Vert Cornichons Extra-Fins Bocal 370g,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Mayonnaise De Dijon Bocal 235g,Amora,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Amora Moutarde Douce Verre 190g,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Moutarde Forte Bocal 430g,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Moutarde Forte Verre 185g,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Sauce Burger 260g,Amora,"en:eggs, en:fish, en:gluten, en:mustard, en:soybeans",True,False,False,True,True,True,Declared allergens + Dietary restrictions
Amora Sauce Crudites Nature,Amora,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Amora Sauce Crudités Caesar Bouteille 380ml,Amora,"en:eggs, en:milk",False,True,False,False,True,False,Declared allergens + Dietary restrictions
Ketchup 5 Ingrédients,Amora,,False,False,False,False,False,False,Dietary restrictions
Mayonnaise 5 ingrédients,Amora,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Moutarde Douce Fine & Douce,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Moutarde Fine et Forte Flacon Souple,Amora,"en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Mayonnaise De Dijon Flacon Souple 235g,"Amora, Unilever","en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Amora Moutarde Mi-Forte Verre de Table 230g,"Amora, Unilever","en:mustard, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,"Amora, Unilever","en:celery, en:gluten, en:mustard, en:sulphur-dioxide-and-sulphites",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Amora mayo fouettee 398g,"Amora, Unilever",en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Dark soy sauce,Amoy,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Light Soy Sauce,Amoy,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Rich & creamy coconut milk,"Amoy,Alifoods",,False,False,False,False,False,False,Dietary restrictions
Anchor Butter,Anchor,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Anchor spreadable,Anchor,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Be Nuts ! - Pâte à tartiner Cacahuète,Andros,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Compote Pomme Nature,Andros,,False,False,False,False,False,False,Dietary restrictions
Compote de pomme allégée,Andros,,False,False,False,False,False,False,Dietary restrictions
Confiture abricots,Andros,,False,False,False,False,False,False,Dietary restrictions
Gourmand & Végétal Brassé Nature,Andros,,False,False,False,False,False,False,Dietary restrictions
Pomme vanille,Andros,,False,False,False,False,False,False,Dietary restrictions
pomme poire,Andros,,False,False,False,False,False,False,Dietary restrictions
Gourmand & Végétal Mousse au Chocolat,"Andros,Andros Gourmand & Végétal",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Snack Pipas,Anitin,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
100% trigo espelta integral,Anitín,"en:gluten, en:sesame-seeds, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Choco Tablet Zero sin Azúcares,Anturios,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Ultra-Concentré Réglisse Anis,Antésite,,False,False,False,False,False,False,Dietary restrictions
Trios,Aperitivos company,,False,False,False,False,False,False,Dietary restrictions
100% Apple Juice,Appletiser,,False,False,False,False,False,False,Dietary restrictions
Apa,Aqua Carpatica,,False,False,False,False,False,False,Dietary restrictions
Aquafina 50cl,Aquafina,,False,False,False,False,False,False,Dietary restrictions
Aquarius Orange,"Aquarius, The Coca-Cola Company",,False,False,False,False,False,False,Dietary restrictions
Lemon,"Aquarius, The Coca-Cola Company",,False,False,False,False,False,False,Dietary restrictions
Icelandic Style Yogurt,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
LactoFree Semi Skimmed Milk Drink 1 Litre,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Nordic Oat Drink,Arla,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Protein Chocolate Flavour Pudding,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
STRAWBERRY FAT FREE ICELANDIC STYLE YOGURT,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Skyr,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Strawberry Flavoured Strained Yogurt,Arla,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Vanilla Icelandic Style Yogurt,Arla,,False,False,False,False,False,False,Dietary restrictions
Semi-Skimmed Milk,Arla Cravendale,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Puck,Arla Foods,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Blueberry,Arla Protein,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Buko - Der Sahnige,"Arla,Buko",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
MADELEINE,Armor Délices,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
6 Wholemeal Pittas,Asda,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Superseded sliced loaf bread,Asda,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Ugandan dark chocolate,Asda,,False,False,False,False,False,False,Dietary restrictions
Wheat Bisks,Asda,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Dark Soy Sauce,Asia Specialities,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Apple Cider Vinegar,Aspall,,False,False,False,False,False,False,Dietary restrictions
Pain de Mie Complet,Assylor,,False,False,False,False,False,False,Dietary restrictions
Asta,"Asta,Café",,False,False,False,False,False,False,Dietary restrictions
Muesli CroustillantNoix,Auchan,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Pain de mie complet Grandes Tranches,Auchan,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Mission Deli White Wraps,Auto Extreme,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Tabasco -  Red Pepper Hot Sauce,"Avery Island LA, McIhenny Company, Tabasco",,False,False,False,False,False,False,Dietary restrictions
Tomates Cerises,Azura,,False,False,False,False,False,False,Dietary restrictions
Tomates cerises allongées,Azura,en:none,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Confiture D'abricots extra aïcha,Aïcha,,False,False,False,False,False,False,Dietary restrictions
Eau de source naturelle La Source,Aïcha,,False,False,False,False,False,False,Dietary restrictions
Confiture De Fraises Aicha,"Aïcha,Extra",,False,False,False,False,False,False,Dietary restrictions
Aïn Atlas 50cl,Aïn Atlas,,False,False,False,False,False,False,Dietary restrictions
Eau,Aïn lfrane,,False,False,False,False,False,False,Dietary restrictions
Babybel,"BABYBEL, Mini babybel",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Badoit 1 L PET,BADOIT,,False,False,False,False,False,False,Dietary restrictions
SPAGHETTI N° 5,"BARILLA NORGE AS,Barilla",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
REAL MAYONNAISE,BATTS,en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Cocoa Alpha Bites,BEAR,,False,False,False,False,False,False,Dietary restrictions
Yoyos Strawberry Multipack 5 x,BEAR,en:apple,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Riz aux Champignons de Paris,BEN'S ORIGINAL,,False,False,False,False,False,False,Dietary restrictions
Crème de coco légère,BJORG,,False,False,False,False,False,False,Dietary restrictions
Evian,BJORG,,False,False,False,False,False,False,Dietary restrictions
GALETTES EXTRA-FINES MAΪS,BJORG,,False,False,False,False,False,False,Dietary restrictions
COCONUT MILK,BLUE DRAGON,,False,False,False,False,False,False,Dietary restrictions
MEDIUM EGG NOODLES,BLUE DRAGON,"en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
"BN - Casse Croute Biscuits, 375g",BN,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
"BN - Cookies - Mini Strawberry x 5, 175g (6.2oz)",BN,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
"BN - Strawberry Cookies, 285g (10oz)",BN,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Goût chocolat,BN,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Mini BN Chocolat,BN,"en:gluten, en:milk, fr:avoine",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Coconut lentil turmeric daal power pot,BOL,,False,False,False,False,False,False,Dietary restrictions
Pain Grillé l'Original,BRIOCHE PASQUIER,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Babybel Mini Original,Babybel,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Mini Babybel Light,Babybel,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
babybel,Babybel,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Mini Original,"Babybel, Mini babybel",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Mini Babybel Original,"Babybel,Mini babybel",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Trigo Espelta Crackers,"Bachman,Bolletje",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Badoit rouge,Badoit,,False,False,False,False,False,False,Dietary restrictions
Bulles de fruits Pamplemousse Touche de citron,Badoit,,False,False,False,False,False,False,Dietary restrictions
Eau gazeuse au citron,Badoit,,False,False,False,False,False,False,Dietary restrictions
"Bahia, Eau De Table",Bahia,,False,False,False,False,False,False,Dietary restrictions
Bahlsen,Bahlsen,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Leibniz Butterkeks,"Bahlsen,Leibniz","en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
The Original Irish Cream,Baileys,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Seeded Rye Bread,Baker Street,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Trancetto Cacao,Balconi,"en:eggs, en:gluten, en:milk, en:nuts, en:soybeans, en:gluten, en:milk, en:nuts",True,True,True,True,True,False,Declared allergens + Dietary restrictions
Wafers Bfb Hazelnut,Balconi,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Wafers Cocoa,Balconi,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Banania Original - Cacao Céréales Touche De Banane & Miel,Banania,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Baraani,Baraani,,False,False,False,False,False,False,Dietary restrictions
Barraani,Baraani,,False,False,False,False,False,False,Dietary restrictions
Takis Fuego,"Barcel, Takis",,False,False,False,False,False,False,Dietary restrictions
Azeitonas Lidl,Baresa,,False,False,False,False,False,False,Dietary restrictions
Chopped Tomatoes in tomato juice,Baresa,,False,False,False,False,False,False,Dietary restrictions
Green Pesto with Basil,Baresa,"en:eggs, en:milk, en:nuts",False,True,True,False,True,False,Declared allergens + Dietary restrictions
